"id_discente","curso","turno","ano_ingresso","idade_ingresso","escola_publica","forma_ingresso","acao_afirmativa","sexo","cor_raca","estado_civil","media_global_aluno","media_global_curso","percentual_integralizado","trancamentos","mobilidade","total_componentes","total_reprovacao","total_aprovacao","percentagem_frequencia","percentagem_reprovacao","reprovacoes_rm","reprovacoes_rf","reprovacoes_rmf","percentagem_aprovacao","qtd_semestres","motivo_inativacao","status"
850045,"Ciência Da Computação","Integral",2017,21,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",5.86,5.03,54.2,0,0,26,10,16,90.79,38.46,7,0,3,61.54,8,"Ativo","Ativo"
850056,"Ciência Da Computação","Integral",2017,21,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",3.37,5.03,32.65,0,0,29,18,11,63.66,62.07,3,0,15,37.93,6,"Ativo","Ativo"
850081,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.97,5.03,71.18,0,0,35,1,34,90.85,2.86,1,0,0,97.14,7,"Ativo","Ativo"
850086,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",3.84,5.03,0,4,0,4,4,0,84.38,100,4,0,0,0,1,"Excluído","Excluído"
850146,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.96,5.03,49.57,0,0,35,11,24,87.06,31.43,9,0,2,68.57,8,"Ativo","Ativo"
850171,"Ciência Da Computação","Integral",2017,24,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",8.31,5.03,96.15,0,0,41,0,41,81.53,0,0,0,0,100,10,"Ativo","Ativo"
850174,"Ciência Da Computação","Integral",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",3.25,5.03,4.8,4,0,9,7,2,75.58,77.78,5,0,2,22.22,3,"Excluído","Excluído"
850180,"Ciência Da Computação","Integral",2017,19,"Sim","Sisu","RS","Masculino","Pardo","Solteiro(A)",7.9,5.03,66.29,0,0,34,2,32,93.45,5.88,2,0,0,94.12,7,"Ativo","Ativo"
850192,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",7.28,5.03,64.46,0,0,34,3,31,93.68,8.82,3,0,0,91.18,7,"Ativo","Ativo"
850197,"Ciência Da Computação","Integral",2017,22,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",3.28,5.03,16.32,0,0,24,16,8,79.27,66.67,10,0,6,33.33,7,"Ativo","Ativo"
850209,"Ciência Da Computação","Integral",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.96,5.03,37.45,0,0,35,17,18,87.47,48.57,16,0,1,51.43,7,"Ativo","Ativo"
850241,"Ciência Da Computação","Integral",2017,17,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.27,5.03,32.59,0,0,30,15,15,92.63,50,15,0,0,50,7,"Ativo","Ativo"
850256,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",5.02,5.03,18.24,1,0,14,6,8,84.93,42.86,6,0,0,57.14,5,"Ativo","Ativo"
850279,"Ciência Da Computação","Integral",2017,30,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",5.04,5.03,36.61,0,0,35,18,17,74.59,51.43,6,0,12,48.57,8,"Ativo","Ativo"
850284,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",6.52,5.03,51.86,0,0,38,8,30,92.54,21.05,8,0,0,78.95,7,"Ativo","Ativo"
850329,"Ciência Da Computação","Integral",2017,19,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",6.27,5.03,40.33,0,0,25,7,18,78.90,28,3,0,4,72,7,"Ativo","Ativo"
850369,"Ciência Da Computação","Integral",2017,19,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",3.03,5.03,7.44,0,0,12,9,3,88.67,75,8,0,1,25,3,"Mudança de curso","Excluído"
850379,"Ciência Da Computação","Integral",2017,20,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",2.35,5.03,0,0,0,4,4,0,52.34,100,0,0,4,0,1,"Excluído","Excluído"
850386,"Ciência Da Computação","Integral",2017,23,"Não","Sisu","Ampla Concorrência","Feminino","Branco","Solteiro(A)",4.21,5.03,26.05,0,0,21,12,9,77.70,57.14,11,0,1,42.86,6,"Ativo","Ativo"
850404,"Ciência Da Computação","Integral",2017,20,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",6.17,5.03,42.67,0,0,30,11,19,91.77,36.67,11,0,0,63.33,6,"Ativo","Ativo"
850435,"Ciência Da Computação","Integral",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.29,5.03,53.48,0,0,31,5,26,92.27,16.13,4,0,1,83.87,7,"Ativo","Ativo"
850443,"Ciência Da Computação","Integral",2017,20,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0,5.03,0,0,0,0,0,0,0.00,0,0,0,0,0,0,"Excluído","Excluído"
850458,"Ciência Da Computação","Integral",2017,20,"Sim","Sisu","RS","Masculino","Pardo","Solteiro(A)",7.91,5.03,76.95,0,0,40,2,38,87.53,5,2,0,0,95,7,"Ativo","Ativo"
850470,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",2.63,5.03,0,0,0,4,4,0,68.49,100,1,0,3,0,1,"Excluído","Excluído"
850498,"Ciência Da Computação","Integral",2017,46,"Sim","Sisu","RI","Masculino","Não Informado","Solteiro(A)",4.53,5.03,39.37,0,0,25,15,10,83.53,60,11,0,4,40,6,"Ativo","Ativo"
850500,"Ciência Da Computação","Integral",2017,20,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",3,5.03,1.92,0,0,6,4,2,89.50,66.67,4,0,0,33.33,2,"Excluído","Excluído"
850510,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",4.07,5.03,27.85,0,0,39,25,14,80.74,64.1,19,0,6,35.9,9,"Ativo","Ativo"
850735,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI","Masculino","Pardo","Solteiro(A)",7.48,5.03,64.34,0,0,37,5,32,92.05,13.51,5,0,0,86.49,7,"Ativo","Ativo"
851229,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI-PPI","Feminino","Pardo","Solteiro(A)",2.92,5.03,10.65,2,0,18,14,4,80.12,77.78,9,0,5,22.22,4,"Ativo","Ativo"
851332,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Feminino","Branco","Solteiro(A)",1.62,5.03,1.92,2,0,5,4,1,44.38,80,1,0,3,20,2,"Excluído","Excluído"
851384,"Ciência Da Computação","Integral",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,0,0,0,0,0,0,0.00,0,0,0,0,0,0,"Excluído","Excluído"
851492,"Ciência Da Computação","Integral",2017,20,"Sim","Sisu","RI","Masculino","Pardo","Solteiro(A)",5.37,5.03,17.28,0,0,16,8,8,98.70,50,8,0,0,50,6,"Ativo","Ativo"
851506,"Ciência Da Computação","Integral",2017,20,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",0.6,5.03,0.96,3,0,4,3,1,59.38,75,0,0,3,25,1,"Excluído","Excluído"
851668,"Sistemas De Informação","Noturno",2017,21,"Não","Sisu","Ampla Concorrência","Feminino","Pardo","Solteiro(A)",3.25,4.7,16,0,0,31,18,13,74.19,58.06,10,0,8,41.94,7,"Ativo","Ativo"
851736,"Ciência Da Computação","Integral",2017,28,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",8.01,5.03,67.22,0,0,33,0,33,90.88,0,0,0,0,100,6,"Ativo","Ativo"
851764,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",3.95,5.03,4.8,4,0,8,5,3,78.26,62.5,4,0,1,37.5,2,"Ativo","Ativo"
851907,"Sistemas De Informação","Noturno",2017,23,"Não","Sisu","Ampla Concorrência","Masculino","Amarelo","Solteiro(A)",4.57,4.7,42.66,0,0,25,11,14,76.33,44,3,0,8,56,7,"Ativo","Ativo"
852053,"Sistemas De Informação","Noturno",2017,20,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",5.56,4.7,47.26,0,0,31,10,21,93.43,32.26,10,0,0,67.74,7,"Ativo","Ativo"
852069,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.3,4.7,62.4,0,0,36,7,29,94.53,19.44,7,0,0,80.56,8,"Ativo","Ativo"
852081,"Sistemas De Informação","Noturno",2017,22,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",6.18,4.7,60.93,0,0,34,7,27,82.45,20.59,3,0,4,79.41,8,"Ativo","Ativo"
852101,"Engenharia De Software","Noturno",2017,18,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",5.33,4.4,39,0,0,32,14,18,82.26,43.75,11,0,3,56.25,8,"Ativo","Ativo"
852115,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.29,4.7,23.46,2,0,12,2,10,91.67,16.67,2,0,0,83.33,4,"Excluído","Excluído"
852119,"Sistemas De Informação","Noturno",2017,30,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",1.74,4.7,0,4,0,4,4,0,81.44,100,4,0,0,0,1,"Excluído","Excluído"
852135,"Engenharia De Software","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.3,4.4,48,0,0,30,8,22,91.49,26.67,6,0,2,73.33,7,"Ativo","Ativo"
852145,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",3.91,4.7,20.53,0,0,22,13,9,67.88,59.09,4,0,9,40.91,7,"Ativo","Ativo"
852152,"Engenharia De Software","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",7.12,4.4,74.78,0,0,29,3,26,73.40,10.34,3,0,0,89.66,7,"Ativo","Ativo"
852168,"Sistemas De Informação","Noturno",2017,17,"Sim","Sisu","RS-PPI","Masculino","Preto","Solteiro(A)",3.3,4.7,6.4,3,0,15,13,2,68.33,86.67,7,0,6,13.33,4,"Ativo","Ativo"
852189,"Engenharia De Software","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.44,4.4,64,0,0,30,3,27,88.61,10,3,0,0,90,7,"Ativo","Ativo"
852194,"Sistemas De Informação","Noturno",2017,18,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",5.63,4.7,45.86,0,0,37,16,21,87.26,43.24,13,0,3,56.76,8,"Ativo","Ativo"
852200,"Engenharia De Software","Noturno",2017,27,"Sim","Sisu","RS","Masculino","Branco","Casado(A)",7.62,4.4,26.06,2,0,9,2,7,87.85,22.22,1,0,1,77.78,2,"Mudança de curso","Excluído"
852202,"Sistemas De Informação","Noturno",2017,24,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.61,4.7,57.6,0,0,31,5,26,81.96,16.13,2,0,3,83.87,7,"Ativo","Ativo"
852207,"Sistemas De Informação","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.22,4.7,52.53,0,0,38,15,23,81.20,39.47,9,0,6,60.53,8,"Ativo","Ativo"
852209,"Engenharia De Software","Noturno",2017,20,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",6.5,4.4,55,0,0,30,5,25,87.24,16.67,5,0,0,83.33,7,"Ativo","Ativo"
852220,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,4.7,0,0,0,4,4,0,20.96,100,0,0,4,0,1,"Excluído","Excluído"
852227,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.96,4.7,55.46,0,0,29,4,25,92.45,13.79,3,0,1,86.21,6,"Ativo","Ativo"
852236,"Engenharia De Software","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.55,4.4,58.84,2,0,24,1,23,88.69,4.17,1,0,0,95.83,5,"Ativo","Ativo"
852247,"Sistemas De Informação","Noturno",2017,17,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",6.13,4.7,48.5,0,0,31,9,22,91.16,29.03,8,0,1,70.97,7,"Ativo","Ativo"
852264,"Sistemas De Informação","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",5.37,4.7,24.53,0,0,22,11,11,93.75,50,11,0,0,50,6,"Mudança de curso","Excluído"
852268,"Sistemas De Informação","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",7.38,4.7,75.9,0,0,39,6,33,90.17,15.38,6,0,0,84.62,11,"Ativo","Ativo"
852271,"Engenharia De Software","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.6,4.4,59.5,0,0,31,6,25,87.62,19.35,6,0,0,80.65,7,"Ativo","Ativo"
852277,"Sistemas De Informação","Noturno",2017,25,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",2.75,4.7,1.06,1,0,7,6,1,87.35,85.71,6,0,0,14.29,2,"Excluído","Excluído"
852278,"Engenharia De Software","Noturno",2017,18,"Sim","Sisu","RS","Masculino","Pardo","Solteiro(A)",6.13,4.4,68,0,0,35,8,27,85.30,22.86,8,0,0,77.14,8,"Ativo","Ativo"
852298,"Engenharia De Software","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,4.4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,"Excluído","Excluído"
852302,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",0,5.03,0,0,0,4,4,0,37.76,100,1,0,3,0,1,"Excluído","Excluído"
852304,"Engenharia De Software","Noturno",2017,38,"Sim","Sisu","RS","Masculino","Branco","Casado(A)",9.27,4.4,20.09,5,0,9,0,9,96.88,0,0,0,0,100,2,"Ativo","Ativo"
852318,"Sistemas De Informação","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.77,4.7,26.66,0,0,31,19,12,71.51,61.29,8,2,9,38.71,8,"Ativo","Ativo"
852319,"Sistemas De Informação","Noturno",2017,44,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.51,4.7,4.26,1,0,4,2,2,96.61,50,2,0,0,50,1,"Excluído","Excluído"
852327,"Sistemas De Informação","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",4.19,4.7,16,0,0,22,14,8,85.60,63.64,13,0,1,36.36,7,"Ativo","Ativo"
852345,"Sistemas De Informação","Noturno",2017,26,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",5.95,4.7,46.66,0,0,27,9,18,84.66,33.33,8,0,1,66.67,7,"Ativo","Ativo"
852354,"Engenharia De Software","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",2.04,4.4,0,0,0,4,4,0,68.36,100,1,0,3,0,1,"Excluído","Excluído"
852361,"Engenharia De Software","Noturno",2017,17,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",4.17,4.4,41,0,0,38,22,16,80.61,57.89,17,0,5,42.11,8,"Ativo","Ativo"
852367,"Engenharia De Software","Noturno",2017,25,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",7.83,5.48,100,0,0,22,0,22,93.79,0,0,0,0,100,5,"Conclusão","Graduado"
852373,"Sistemas De Informação","Noturno",2017,28,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",2.27,4.7,59.73,2,0,14,11,3,84.21,78.57,2,0,9,21.43,5,"Ativo","Ativo"
852399,"Sistemas De Informação","Noturno",2017,21,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",0,4.7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,"Mudança de curso","Excluído"
852409,"Sistemas De Informação","Noturno",2017,19,"Sim","Sisu","RI-PPI","Masculino","Preto","Solteiro(A)",3.35,4.7,26.13,0,0,31,20,11,72.27,64.52,11,0,9,35.48,8,"Ativo","Ativo"
852419,"Engenharia De Software","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.49,4.4,32,0,0,32,18,14,81.27,56.25,12,0,6,43.75,7,"Ativo","Ativo"
852423,"Sistemas De Informação","Noturno",2017,28,"Não","Sisu","Ampla Concorrência","Feminino","Pardo","Solteiro(A)",4.12,4.7,17.06,2,0,15,8,7,60.49,53.33,1,0,7,46.67,4,"Ativo","Ativo"
852428,"Sistemas De Informação","Noturno",2017,19,"Sim","Sisu","RI","Masculino","Pardo","Solteiro(A)",3.28,4.7,13.96,0,0,19,13,6,61.03,68.42,4,0,9,31.58,7,"Ativo","Ativo"
852444,"Engenharia De Software","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.67,4.4,23,1,0,19,8,11,85.35,42.11,6,0,2,57.89,6,"Ativo","Ativo"
852459,"Engenharia De Software","Noturno",2017,39,"Sim","Sisu","RI-PPI","Masculino","Pardo","Divorciado/Separado(A)",0.28,4.4,0,0,0,4,4,0,44.53,100,0,0,4,0,1,"Excluído","Excluído"
852468,"Sistemas De Informação","Noturno",2017,54,"Sim","Sisu","RS","Masculino","Pardo","Divorciado/Separado(A)",0.3,4.7,35.2,0,0,1,1,0,96.48,100,0,0,1,0,1,"Excluído","Excluído"
852469,"Engenharia De Software","Noturno",2017,28,"Sim","Sisu","RS-PPI","Masculino","Pardo","Casado(A)",3.18,4.4,11,2,0,15,10,5,83.46,66.67,9,0,1,33.33,5,"Ativo","Ativo"
852479,"Sistemas De Informação","Noturno",2017,21,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",4.25,4.7,22.4,1,0,23,13,10,72.19,56.52,6,0,7,43.48,6,"Ativo","Ativo"
852516,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.82,4.7,19.2,2,0,10,2,8,87.97,20,1,0,1,80,2,"Excluído","Excluído"
852522,"Engenharia De Software","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Amarelo","Solteiro(A)",6.37,4.4,60,0,0,32,6,26,89.55,18.75,6,0,0,81.25,7,"Ativo","Ativo"
852524,"Engenharia De Software","Noturno",2017,28,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",5.18,4.4,54,0,0,26,11,15,76.93,42.31,6,0,5,57.69,7,"Ativo","Ativo"
852528,"Engenharia De Software","Noturno",2017,21,"Sim","Sisu","RI-PPI","Masculino","Preto","Solteiro(A)",6.16,4.4,64.5,0,0,25,6,19,91.43,24,4,0,2,76,8,"Ativo","Ativo"
852531,"Sistemas De Informação","Noturno",2017,23,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",4.33,4.7,26.66,2,0,4,2,2,96.09,50,2,0,0,50,2,"Excluído","Excluído"
852535,"Engenharia De Software","Noturno",2017,23,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",4.42,4.4,43,0,0,29,16,13,78.79,55.17,8,0,8,44.83,8,"Ativo","Ativo"
852537,"Sistemas De Informação","Noturno",2017,25,"Sim","Sisu","RI","Masculino","Pardo","Solteiro(A)",2.48,4.7,0,4,0,5,5,0,45.00,100,0,0,5,0,1,"Excluído","Excluído"
852539,"Sistemas De Informação","Noturno",2017,20,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",6.18,4.7,48.86,0,0,30,8,22,95.60,26.67,8,0,0,73.33,7,"Ativo","Ativo"
852543,"Sistemas De Informação","Noturno",2017,20,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",3.53,4.7,13.86,1,0,21,15,6,81.33,71.43,11,0,4,28.57,5,"Excluído","Excluído"
852550,"Sistemas De Informação","Noturno",2017,20,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",4.65,4.7,26.66,1,0,22,10,12,78.29,45.45,5,0,5,54.55,6,"Ativo","Ativo"
852552,"Sistemas De Informação","Noturno",2017,30,"Sim","Sisu","RS","Feminino","Branco","Solteiro(A)",3.57,4.7,20.26,2,0,21,12,9,70.04,57.14,5,0,7,42.86,6,"Ativo","Ativo"
852565,"Sistemas De Informação","Noturno",2017,26,"Sim","Sisu","RI","Masculino","Pardo","Solteiro(A)",4.82,4.7,5.33,4,0,4,2,2,80.08,50,1,0,1,50,1,"Excluído","Excluído"
852570,"Engenharia De Software","Noturno",2017,28,"Sim","Sisu","Ampla Concorrência","Feminino","Branco","Solteiro(A)",8.67,4.4,78,0,0,31,0,31,91.16,0,0,0,0,100,7,"Ativo","Ativo"
852575,"Sistemas De Informação","Noturno",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.37,4.7,16,3,0,16,9,7,90.15,56.25,9,0,0,43.75,4,"Ativo","Ativo"
852578,"Sistemas De Informação","Noturno",2017,25,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",7.48,5.32,64,3,0,14,2,12,54.31,14.29,0,0,2,85.71,3,"Ativo","Ativo"
852600,"Sistemas De Informação","Noturno",2017,23,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",3.77,4.7,16,0,0,25,18,7,55.06,72,5,1,12,28,6,"Ativo","Ativo"
852609,"Sistemas De Informação","Noturno",2017,19,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",2.62,4.7,14.53,0,0,22,16,6,67.50,72.73,7,0,9,27.27,6,"Ativo","Ativo"
852656,"Ciência Da Computação","Integral",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",6.63,5.03,68.18,0,0,40,6,34,87.98,15,3,0,3,85,7,"Ativo","Ativo"
852799,"Sistemas De Informação","Noturno",2017,25,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",5.92,4.7,38.4,0,0,26,9,17,88.78,34.62,8,0,1,65.38,6,"Ativo","Ativo"
852952,"Engenharia De Software","Noturno",2017,21,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",5.34,4.4,41.4,0,0,23,11,12,93.31,47.83,11,0,0,52.17,7,"Ativo","Ativo"
853020,"Engenharia De Software","Noturno",2017,20,"Sim","Sisu","Ampla Concorrência","Masculino","Não Informado","Solteiro(A)",4.39,4.4,17,0,0,22,14,8,76.09,63.64,11,0,3,36.36,7,"Ativo","Ativo"
853052,"Sistemas De Informação","Noturno",2017,18,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",6.91,4.7,57.16,0,0,27,4,23,92.69,14.81,4,0,0,85.19,6,"Ativo","Ativo"
853122,"Sistemas De Informação","Noturno",2017,19,"Sim","Sisu","RI-PPI","Masculino","Preto","Solteiro(A)",3.22,4.7,18.13,0,0,23,15,8,75.79,65.22,10,0,5,34.78,7,"Ativo","Ativo"
853163,"Ciência Da Computação","Integral",2017,20,"Sim","Sisu","RI","Masculino","Branco","Solteiro(A)",4.91,5.03,3.84,3,0,7,6,1,78.76,85.71,5,0,1,14.29,3,"Excluído","Excluído"
853234,"Sistemas De Informação","Noturno",2017,30,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",4.66,4.7,30.93,0,0,23,9,14,79.60,39.13,6,0,3,60.87,6,"Ativo","Ativo"
853396,"Sistemas De Informação","Noturno",2017,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Preto","Solteiro(A)",3.99,4.7,26.66,0,0,25,12,13,73.42,48,5,0,7,52,6,"Ativo","Ativo"
853428,"Engenharia De Software","Noturno",2017,31,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Casado(A)",0.18,4.4,0,3,0,7,7,0,45.24,100,1,0,6,0,2,"Excluído","Excluído"
853439,"Ciência Da Computação","Integral",2017,18,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Preto","Solteiro(A)",1.12,5.03,0.96,0,0,4,3,1,64.59,75,0,0,3,25,1,"Excluído","Excluído"
853443,"Ciência Da Computação","Integral",2017,20,"Sim","Processo Seletivo","Ampla Concorrência","Feminino","Preto","Solteiro(A)",3.76,5.03,24.96,0,0,30,16,14,89.90,53.33,14,0,2,46.67,7,"Ativo","Ativo"
853480,"Sistemas De Informação","Noturno",2017,19,"Sim","Sisu","RI-PPI","Masculino","Pardo","Solteiro(A)",0,4.7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,"Excluído","Excluído"
853482,"Sistemas De Informação","Noturno",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.09,4.7,5.33,0,0,17,8,9,68.93,47.06,4,0,4,52.94,5,"Excluído","Excluído"
853483,"Sistemas De Informação","Noturno",2017,27,"Não","Sisu","Ampla Concorrência","Masculino","Pardo","Solteiro(A)",0.73,4.7,1.06,1,0,9,8,1,44.04,88.89,0,0,8,11.11,3,"Mudança de curso","Excluído"
853511,"Sistemas De Informação","Noturno",2017,27,"Sim","Processo Seletivo","Ampla Concorrência","Masculino","Pardo","Casado(A)",0,4.7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,"Excluído","Excluído"
853930,"Ciência Da Computação","Integral",2017,22,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",1.63,5.03,0.96,3,0,9,8,1,72.71,88.89,5,0,3,11.11,3,"Ativo","Ativo"
853931,"Ciência Da Computação","Integral",2017,18,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",5.01,5.03,37.45,0,0,28,11,17,87.56,39.29,11,0,0,60.71,6,"Ativo","Ativo"
853947,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",7.56,5.03,51.86,0,0,31,5,26,87.76,16.13,3,0,2,83.87,6,"Ativo","Ativo"
853950,"Ciência Da Computação","Integral",2017,17,"Sim","Sisu","RS","Masculino","Branco","Solteiro(A)",7.69,5.03,55.7,0,0,30,2,28,85.12,6.67,2,0,0,93.33,7,"Ativo","Ativo"
853954,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",4.09,5.03,6.72,0,0,12,9,3,68.43,75,5,0,4,25,3,"Mudança de curso","Excluído"
854005,"Ciência Da Computação","Integral",2017,21,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",1.96,5.03,0.96,3,0,6,5,1,84.03,83.33,4,0,1,16.67,2,"Excluído","Excluído"
854017,"Ciência Da Computação","Integral",2017,19,"Não","Sisu","Ampla Concorrência","Masculino","Branco","Solteiro(A)",2.56,5.03,6.72,0,0,20,17,3,69.00,85,9,0,8,15,6,"Ativo","Ativo"
854053,"Ciência Da Computação","Integral",2017,18,"Sim","Sisu","RS-PPI","Masculino","Pardo","Solteiro(A)",6.2,5.03,36.49,0,0,27,9,18,88.17,33.33,8,0,1,66.67,6,"Ativo","Ativo"
